Unnamed: 0,Unnamed: 0_x,fb_id,player_name,Squad_from_op,Opposing_Poss,Opposing_Touches,Nation,Position,Nineties,xA,Key_pass,Comp_prog,Total_Cmp,Total_Att,Total_Cmp_pct,Total_Tot_Dist,Total_Prg_Dist,Short_Cmp,Short_Att,Short_Cmp_pct,Medium_Cmp,Medium_Att,Medium_Cmp_pct,Long_Cmp,Long_Att,Long_Cmp_pct,touches,touches_def_box,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_box,touch_live,dribble_Succ,dribble_Att,dribble_Succ_pct,num_dribble_past,dribble_megs,carries,carries_dist,carries_prog_dist,carries_prog,carries_att_3rd,carries_att_box,miss_control,dispossed,recep_targ,recep_succ,recept_pct,Fouls_drawn,Offsides,Crosses,PK_won,Aerial_win_pct,Pos,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Unnamed: 0_y,First Name,Last Name,Club,Position(s),Base Salary,Guaranteed Compensation,name,_merge,pAdj_Yellow_cards,pAdj_Red_cards,pAdj_Second_yellow,pAdj_Fouls,pAdj_def_interceptions,pAdj_from_mish_tackles_won,pAdj_PK_conceded,pAdj_OG,pAdj_Recoveries,pAdj_Aerial_Duels_lost
299.0,0,11c30a46,Carles Gil,New England,49.1,588.9411764705883,es ESP,MF,25.4,0.4724409448818898,5.275590551181103,10.905511811023622,48.81889763779528,65.70866141732284,74.3,1016.1023622047245,390.98425196850394,17.480314960629922,20.118110236220474,86.9,21.062992125984252,25.669291338582678,82.1,9.606299212598426,17.755905511811026,54.1,75.78740157480316,0.2755905511811024,5.078740157480315,38.031496062992126,39.52755905511811,4.015748031496063,65.78740157480316,2.598425196850394,3.8582677165354333,67.3,2.6377952755905514,0.31496062992125984,56.61417322834646,385.748031496063,206.25984251968504,10.866141732283465,4.330708661417323,1.141732283464567,1.968503937007874,1.7322834645669292,66.45669291338584,56.5748031496063,85.1,2.9921259842519685,0.0,4.488188976377953,0.0,17.4,MF,0.15748031496062992,2.0866141732283467,0.7480314960629921,35.8,0.08228346456692913,0.029527559055118113,0.002362204724409449,0.006299212598425198,0.7952755905511811,0.35433070866141736,0.03937007874015748,0.03937007874015748,0.20866141732283466,0.1811023622047244,0.003543307086614173,-0.05118110236220473,-0.06299212598425198,299.0,Carles,Gil,New England Revolution,M,2750000.0,"$3,045,833.00",Carles Gil,both,11.230617746892706,0.0,0.0,0.46794240612052934,1.5375250486817393,0.26739566064030246,0.0,0.0,10.9632220862524,0.26739566064030246
320.0,1,acd47bc0,Julian Gressel,D.C. United,54.0,603.7058823529412,de GER,DF,29.9,0.4080267558528428,3.210702341137124,5.551839464882943,37.324414715719065,57.92642140468228,64.4,812.3745819397993,366.1538461538462,13.879598662207359,17.491638795986624,79.3,15.886287625418062,20.668896321070235,76.9,7.424749163879599,17.725752508361204,41.9,67.59197324414716,1.939799331103679,12.642140468227426,30.635451505016725,27.892976588628763,2.8428093645484953,52.474916387959865,0.5351170568561873,1.2374581939799332,43.2,0.5685618729096991,0.033444816053511704,35.28428093645485,182.0401337792642,117.15719063545151,5.719063545150502,1.2709030100334449,0.5685618729096991,0.802675585284281,0.8361204013377926,43.47826086956522,36.48829431438127,83.9,0.802675585284281,0.13377926421404682,4.816053511705686,0.0,44.8,DF,0.06688963210702341,1.5719063545150502,0.3678929765886288,23.4,0.052508361204013386,0.012374581939799331,0.0013377926421404684,0.006020066889632107,0.7692307692307693,0.26755852842809363,0.0,0.0,0.10702341137123747,0.10702341137123747,0.0023411371237458197,-0.04013377926421405,-0.04013377926421405,320.0,Julian,Gressel,DC United,M,705000.0,"$760,781.00",Julian Gressel,both,6.2601083151901,0.0,0.0,1.9389716020500307,3.7671448268400596,1.0525845839700165,0.0,0.0,13.905196346130221,1.661975658900026
665.0,2,614b26e3,Emanuel Reynoso,Minnesota Utd,49.9,614.3235294117648,ar ARG,MF,26.5,0.33207547169811324,3.4339622641509435,8.830188679245284,42.113207547169814,61.056603773584904,69.0,784.8679245283018,292.9811320754717,19.962264150943398,24.0,83.2,14.528301886792454,19.69811320754717,73.8,6.566037735849057,14.415094339622641,45.5,81.58490566037736,0.18867924528301888,5.39622641509434,38.339622641509436,44.41509433962264,3.1320754716981134,73.50943396226415,4.037735849056604,7.283018867924528,55.4,4.226415094339623,0.6415094339622641,62.943396226415096,281.7358490566038,154.0,9.622641509433961,2.7547169811320753,0.5283018867924528,4.0754716981132075,3.5849056603773586,70.0377358490566,60.0,85.7,4.037735849056604,0.07547169811320754,2.6037735849056602,0.03773584905660377,28.6,MFFW,0.18867924528301888,3.509433962264151,0.8679245283018868,24.7,0.1328301886792453,0.03283018867924528,0.0015094339622641509,0.006415094339622642,0.9056603773584906,0.7547169811320755,0.03773584905660377,0.03773584905660377,0.2113207547169811,0.1849056603773585,0.0018867924528301887,-0.022641509433962263,-0.033962264150943396,665.0,Emanuel,Reynoso,Minnesota United,M,750000.0,"$966,910.00",Emanuel Reynoso,both,13.821000875330055,0.06142667055702246,0.0,3.562746892307303,1.6585201050396066,2.641346833951966,0.0,0.0,12.162480770290447,1.1056800700264042
,3,0adeafaa,Albert Rusnák,Real Salt Lake,49.1,567.0294117647059,sk SVK,MF,33.8,0.21301775147928997,2.57396449704142,4.289940828402367,40.739644970414204,48.72781065088758,83.6,839.2899408284025,226.8639053254438,16.36094674556213,17.89940828402367,91.4,16.035502958579883,17.63313609467456,90.9,7.781065088757397,12.100591715976332,64.3,56.03550295857988,0.591715976331361,7.1301775147929,29.437869822485208,23.846153846153847,3.1656804733727815,48.19526627218935,0.8284023668639054,1.2130177514792901,68.3,0.8284023668639054,0.14792899408284024,38.10650887573965,227.86982248520712,115.53254437869823,6.21301775147929,2.1893491124260356,0.8284023668639054,1.0946745562130178,0.9171597633136096,45.02958579881657,38.875739644970416,86.3,0.9763313609467457,0.02958579881656805,1.3609467455621302,0.0,12.9,MFFW,0.3254437869822486,1.8343195266272192,0.8284023668639054,45.2,0.054142011834319534,0.02455621301775148,0.003846153846153847,0.008579881656804733,0.562130177514793,0.1183431952662722,0.08875739644970415,0.08875739644970415,0.24260355029585798,0.1745562130177515,0.002958579881656805,0.08284023668639054,0.062130177514792904,,,,,,,,,left_only,8.191762751327364,0.0,0.0,1.2000671546530532,1.304420820275058,0.8348293249760371,0.0,0.0,10.59189706063347,0.20870733124400928
,4,f99f37fc,Maximiliano Moralez,NYCFC,46.5,568.5882352941177,ar ARG,MF,26.5,0.3622641509433962,3.1320754716981134,7.735849056603773,46.56603773584906,62.41509433962264,74.6,930.8301886792453,318.0,20.90566037735849,23.962264150943398,87.2,15.018867924528301,19.056603773584907,78.8,9.622641509433961,16.0,60.1,74.60377358490567,0.2641509433962264,6.0,40.679245283018865,31.69811320754717,4.0754716981132075,67.20754716981132,0.7547169811320755,1.2075471698113207,62.5,0.7924528301886793,0.07547169811320754,49.43396226415094,225.62264150943398,100.15094339622641,5.9245283018867925,1.6981132075471699,0.4528301886792453,1.7735849056603774,2.0,69.05660377358491,55.58490566037736,80.5,2.5660377358490565,0.18867924528301888,2.641509433962264,0.0,23.3,MFFW,0.11320754716981132,2.4150943396226414,0.8679245283018868,35.9,0.09132075471698113,0.03283018867924528,0.0018867924528301887,0.004905660377358491,0.7132075471698113,0.03773584905660377,0.0,0.0,0.2339622641509434,0.2339622641509434,0.0037735849056603774,-0.12075471698113208,-0.12075471698113208,,,,,,,,,left_only,14.932714943255684,0.06636762197002526,0.0,2.9865429886511365,1.526455305310581,1.7255581712206567,0.0,0.0,11.083392868994217,0.6636762197002526
12.0,5,363ba6d7,Luciano Acosta,FC Cincinnati,51.0,602.9705882352941,ar ARG,MF,29.9,0.2508361204013378,2.6755852842809364,5.986622073578595,41.87290969899666,55.35117056856188,75.6,711.7056856187291,244.14715719063545,22.37458193979933,25.785953177257525,86.8,13.377926421404682,17.123745819397993,78.1,4.816053511705686,9.03010033444816,53.3,70.36789297658864,0.5685618729096991,8.62876254180602,37.324414715719065,29.866220735785955,3.678929765886288,64.31438127090301,2.876254180602007,5.083612040133779,56.6,3.0434782608695654,0.33444816053511706,53.31103678929766,238.09364548494983,151.4046822742475,9.130434782608695,2.74247491638796,0.802675585284281,3.076923076923077,2.508361204013378,62.441471571906355,52.341137123745824,83.8,2.7759197324414715,0.26755852842809363,1.9732441471571907,0.0,27.8,MF,0.23411371237458195,2.040133779264214,0.8361204013377926,41.0,0.06822742474916388,0.028093645484949834,0.0036789297658862876,0.009364548494983279,0.6187290969899666,0.3010033444816054,0.0,0.0,0.1939799331103679,0.1939799331103679,0.003344481605351171,0.04013377926421405,0.04013377926421405,12.0,Luciano,Acosta,FC Cincinnati,M,1943500.0,"$2,222,854.00",Luciano Acosta,both,10.816015337533907,0.0,0.0,3.3280047192412017,1.5530688689792274,2.3296033034688417,0.0,0.0,11.259749300099399,0.2773337266034335
,6,3ce30893,Lucas Zelarayán,Columbus Crew,48.3,568.8235294117648,am ARM,MF,29.1,0.18556701030927836,2.6804123711340204,4.810996563573883,32.47422680412371,45.9106529209622,70.7,654.8109965635739,224.12371134020617,15.017182130584192,16.90721649484536,88.8,10.446735395189004,13.264604810996563,78.8,6.357388316151202,13.745704467353951,46.3,61.546391752577314,0.20618556701030927,4.0893470790378,28.10996563573883,34.192439862542955,3.5738831615120272,52.16494845360825,2.9553264604810994,5.051546391752577,58.5,3.127147766323024,0.274914089347079,46.08247422680412,227.7319587628866,107.2508591065292,6.185567010309278,2.4398625429553262,0.6529209621993127,3.333333333333333,3.333333333333333,53.57388316151202,42.47422680412371,79.3,2.3711340206185567,0.034364261168384876,3.4364261168384878,0.034364261168384876,13.6,MF,0.41237113402061853,3.1958762886597936,1.1683848797250858,36.6,0.10962199312714777,0.040206185567010305,0.004123711340206185,0.01099656357388316,0.8006872852233676,1.0309278350515463,0.034364261168384876,0.034364261168384876,0.2233676975945017,0.1958762886597938,0.0020618556701030924,0.18900343642611683,0.18213058419243985,,,,,,,,,left_only,15.224042900244136,0.0,0.0,2.1748632714634484,1.3894959789905363,1.208257373035249,0.0,0.0,10.753490620013714,0.3624772119105747
520.0,7,83cf9719,Djordje Mihailovic,CF Montréal,47.1,582.1176470588235,us USA,MF,31.1,0.3183279742765273,2.4115755627009645,4.019292604501608,34.18006430868167,46.559485530546624,73.4,633.6334405144694,181.5434083601286,16.045016077170416,19.163987138263664,83.7,12.347266881028938,14.823151125401928,83.3,4.95176848874598,10.57877813504823,46.8,58.745980707395496,0.7073954983922829,6.591639871382636,28.231511254019292,28.135048231511252,4.115755627009646,51.83279742765273,1.7041800643086815,3.215434083601286,53.0,2.057877813504823,0.09646302250803858,39.260450160771704,212.31511254019293,112.57234726688102,5.691318327974276,1.9614147909967845,0.9646302250803858,2.47588424437299,1.35048231511254,52.861736334405144,42.21864951768489,79.9,2.733118971061093,0.09646302250803858,1.9935691318327973,0.03215434083601286,44.9,MFFW,0.12861736334405144,1.864951768488746,0.45016077170418006,24.1,0.06012861736334405,0.014469453376205787,0.0022508038585209006,0.009324758842443728,0.6045016077170418,0.35369774919614144,0.0,0.0,0.17041800643086816,0.17041800643086816,0.0028938906752411574,-0.04180064308681672,-0.04180064308681672,520.0,Djordje,Mihailovic,Montreal,M,600000.0,"$651,875.00",Djordje Mihailovic,both,13.312079062767248,0.0,0.0,1.7123421201069902,1.6571052775228938,1.4361579071865083,0.0,0.0,8.451236915366758,1.215210536850122
439.0,8,ec80ba72,Brooks Lennon,Atlanta Utd,42.6,513.2058823529412,us USA,DF,29.4,0.24149659863945577,2.482993197278912,2.414965986394558,45.816326530612244,56.19047619047619,81.5,834.7278911564626,238.29931972789117,21.768707482993197,23.60544217687075,92.2,18.503401360544217,20.850340136054424,88.7,5.034013605442177,10.136054421768709,49.7,63.36734693877551,2.653061224489796,16.972789115646258,26.394557823129254,22.891156462585034,1.7687074829931975,51.734693877551024,0.7482993197278912,1.08843537414966,68.8,0.7823129251700681,0.0,37.78911564625851,183.29931972789117,107.0748299319728,4.6938775510204085,1.1224489795918369,0.54421768707483,0.5782312925170068,0.54421768707483,46.054421768707485,39.863945578231295,86.6,0.8843537414965987,0.17006802721088435,4.285714285714286,0.034013605442176874,41.9,DF,0.0,0.3401360544217687,0.1360544217687075,40.0,0.011564625850340137,0.004761904761904762,0.0,0.0,0.5408163265306123,0.06802721088435375,0.0,0.0,0.034013605442176874,0.034013605442176874,0.0034013605442176874,-0.034013605442176874,-0.034013605442176874,439.0,Brooks,Lennon,Atlanta United,D,375000.0,"$375,000.00",Brooks Lennon,both,6.693949285829294,0.0,0.0,1.2592577864431347,2.916175926499891,1.7894715912612966,0.0,0.0,10.80310627317005,1.7231948656590266
,9,31223bcf,Álvaro Medrán,Chicago Fire,50.2,592.8235294117648,es ESP,MF,25.4,0.21653543307086615,2.716535433070866,6.889763779527559,53.07086614173229,68.34645669291339,77.6,1055.2755905511813,395.3937007874016,22.99212598425197,26.023622047244096,88.4,19.56692913385827,23.50393700787402,83.2,9.448818897637796,16.37795275590551,57.7,81.92913385826772,1.6535433070866143,14.724409448818898,48.031496062992126,25.275590551181104,1.0236220472440944,74.52755905511812,2.2440944881889764,3.4645669291338583,64.8,2.3228346456692917,0.11811023622047245,58.031496062992126,311.37795275590554,161.96850393700788,6.141732283464568,2.1653543307086616,0.15748031496062992,1.220472440944882,2.6377952755905514,63.85826771653544,57.28346456692914,89.7,2.5196850393700787,0.03937007874015748,1.6141732283464567,0.0,42.2,MF,0.11811023622047245,2.0866141732283467,0.8267716535433072,39.6,0.08228346456692913,0.03267716535433071,0.002362204724409449,0.005511811023622048,0.952755905511811,0.5118110236220472,0.0,0.0,0.11023622047244094,0.11023622047244094,0.0019685039370078744,0.007874015748031498,0.007874015748031498,,,,,,,,,left_only,4.31672325936436,0.0,0.0,2.0587449390814636,3.519789734558632,2.590033955618616,0.0,0.0,16.13790387731599,1.2618114142757357
